number of dependents,number of referrals,tenure in months,phone service,avg monthly long distance charges,multiple lines,internet service,internet type,avg monthly gb download,online security,online backup,device protection plan,premium tech support,unlimited data,contract,paperless billing,payment method,monthly charge,total revenue,churned,age_group
3,1,32,1,43.37,0,1,Fiber Optic,76.0,1,1,1,0,0,One Year,0,Credit Card,94.8,4559.39,0,35-44
0,0,29,1,27.75,1,1,Fiber Optic,2.0,0,0,1,0,1,Month-to-Month,1,Credit Card,98.6,3737.95,1,45-54
0,0,1,1,13.63,0,1,DSL,13.0,0,0,0,0,1,Month-to-Month,1,Mailed Check,44.95,58.58,0,55-64
0,2,41,1,9.85,0,1,Fiber Optic,14.0,1,1,1,0,1,One Year,1,Bank Withdrawal,104.45,4565.9,0,45-54
3,0,50,1,18.95,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,20.15,1918.35,0,35-44
0,7,56,1,21.21,1,0,No,0.0,0,0,0,0,0,One Year,0,Bank Withdrawal,24.3,2449.46,0,18-24
2,3,57,1,42.18,0,1,Fiber Optic,22.0,0,1,0,0,1,One Year,1,Bank Withdrawal,95.0,7940.06,0,35-44
1,0,3,1,33.28,0,1,Cable,69.0,1,0,1,0,1,Month-to-Month,0,Credit Card,55.9,257.39,0,18-24
2,0,22,1,43.97,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,20.55,1437.19,0,25-34
1,9,36,1,34.79,1,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,25.1,2183.39,0,45-54
2,8,22,1,45.35,0,0,No,0.0,0,0,0,0,0,One Year,0,Bank Withdrawal,20.75,1450.05,0,45-54
0,9,70,1,23.52,0,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,19.45,2935.41,0,25-34
0,0,14,1,39.22,0,1,DSL,48.0,0,1,0,0,0,Month-to-Month,0,Bank Withdrawal,50.45,1454.53,0,25-34
0,0,18,1,1.42,0,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,19.65,436.81,0,25-34
0,0,23,1,35.03,1,1,DSL,3.0,0,0,0,1,1,One Year,1,Credit Card,73.75,2562.29,0,35-44
0,1,7,1,21.43,1,1,Fiber Optic,12.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,84.55,796.86,1,65-80
0,0,1,1,27.59,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Mailed Check,20.15,47.74,0,35-44
0,1,71,1,33.83,1,1,Fiber Optic,27.0,1,1,1,1,0,Two Year,1,Bank Withdrawal,116.1,10842.48,0,25-34
3,5,4,1,42.71,0,1,DSL,56.0,0,1,0,1,1,Month-to-Month,0,Credit Card,56.5,405.94,1,35-44
0,0,64,1,10.07,1,1,Fiber Optic,26.0,0,0,1,1,1,One Year,0,Bank Withdrawal,102.1,7332.58,0,65-80
0,0,35,1,2.15,0,1,DSL,7.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,62.1,2171.35,0,55-64
2,0,11,1,47.12,1,1,Fiber Optic,23.0,0,0,1,0,1,Month-to-Month,1,Mailed Check,78.0,1370.12,0,55-64
0,0,27,1,8.86,1,1,Fiber Optic,73.0,0,0,1,0,0,One Year,1,Bank Withdrawal,100.5,2982.67,0,18-24
0,5,64,1,40.18,1,1,Fiber Optic,30.0,0,1,0,1,1,Two Year,1,Bank Withdrawal,105.25,9371.25,0,25-34
0,0,71,1,17.9,1,1,Fiber Optic,21.0,1,1,1,1,1,Two Year,1,Bank Withdrawal,118.65,9748.5,0,55-64
0,0,1,1,36.05,0,1,DSL,30.0,0,0,1,1,1,One Year,0,Credit Card,74.1,110.15,0,45-54
0,1,34,1,25.84,1,1,Fiber Optic,15.0,0,1,0,0,1,Month-to-Month,1,Credit Card,79.6,3596.86,1,65-80
0,0,69,1,13.91,1,1,Cable,7.0,1,1,0,1,1,Two Year,1,Credit Card,66.9,5537.69,0,45-54
0,0,9,1,29.87,0,1,Fiber Optic,5.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,69.05,920.33,0,55-64
0,0,1,1,7.8,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,18.85,26.65,0,55-64
0,1,1,0,0.0,0,1,DSL,20.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,50.35,50.35,1,35-44
0,0,21,1,39.85,0,1,DSL,52.0,0,0,1,0,1,Month-to-Month,0,Credit Card,61.65,2230.45,0,25-34
1,0,13,1,27.04,0,1,DSL,10.0,1,1,0,0,1,Month-to-Month,1,Bank Withdrawal,56.0,1116.07,0,55-64
0,0,7,1,21.12,0,1,Fiber Optic,7.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,69.15,636.49,0,45-54
0,0,3,0,0.0,0,1,DSL,27.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,25.25,58.9,1,55-64
0,0,57,1,28.44,0,1,DSL,24.0,0,0,1,1,1,One Year,1,Bank Withdrawal,53.5,4656.88,0,65-80
0,0,11,1,3.96,0,1,Fiber Optic,27.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,89.7,1091.26,1,65-80
3,1,19,1,31.85,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,20.15,989.88,0,45-54
0,7,72,1,18.15,1,1,Fiber Optic,16.0,0,1,1,0,0,One Year,1,Credit Card,105.75,9016.65,0,65-80
0,3,45,1,30.8,0,1,Cable,3.0,1,1,1,1,1,Two Year,1,Credit Card,84.35,5244.05,0,55-64
0,3,60,0,0.0,0,1,DSL,22.0,0,1,0,0,0,Two Year,1,Credit Card,49.45,2947.55,0,65-80
0,0,42,1,9.46,1,1,Fiber Optic,14.0,0,0,1,0,1,Month-to-Month,0,Bank Withdrawal,79.9,3687.25,0,45-54
2,0,48,0,0.0,0,1,DSL,48.0,0,1,1,0,1,Month-to-Month,0,Credit Card,45.55,2108.35,0,25-34
0,0,55,1,27.0,0,1,Cable,20.0,0,1,1,0,1,Two Year,1,Mailed Check,64.75,5102.1,0,55-64
0,0,1,1,32.13,0,1,Fiber Optic,15.0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,79.55,121.68,1,55-64
0,0,6,1,43.8,1,1,Fiber Optic,5.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,93.55,799.2,1,35-44
0,0,9,1,49.74,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Credit Card,18.95,633.26,1,55-64
0,0,9,0,0.0,0,1,DSL,21.0,0,1,0,0,0,Month-to-Month,0,Bank Withdrawal,40.75,379.4,0,45-54
0,0,5,1,18.69,0,1,DSL,28.0,0,0,1,0,1,Month-to-Month,0,Bank Withdrawal,50.35,330.7,1,65-80
0,1,43,1,38.53,0,1,DSL,27.0,1,0,1,1,1,Two Year,1,Bank Withdrawal,78.8,5092.19,0,35-44
0,0,7,1,45.13,1,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,25.05,468.86,0,25-34
1,1,71,1,33.69,0,1,Fiber Optic,27.0,1,1,1,1,1,Two Year,0,Credit Card,100.2,9600.99,0,18-24
0,2,32,1,2.17,1,1,Fiber Optic,11.0,0,0,1,0,1,Two Year,0,Mailed Check,79.3,2639.44,0,65-80
0,0,8,1,11.46,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,20.85,253.33,0,25-34
0,10,72,1,14.19,1,1,Fiber Optic,71.0,0,1,1,1,1,Two Year,1,Bank Withdrawal,108.2,8862.28,0,18-24
0,0,12,1,42.58,1,1,DSL,22.0,0,0,0,1,1,One Year,0,Credit Card,74.05,1335.0,1,55-64
0,0,51,1,7.54,1,1,Fiber Optic,6.0,1,1,1,0,1,One Year,0,Bank Withdrawal,107.45,6050.68,0,55-64
0,0,39,0,0.0,0,1,Cable,48.0,1,1,0,1,1,Month-to-Month,1,Credit Card,48.95,1880.85,1,25-34
0,0,3,1,16.32,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Credit Card,19.1,102.01,0,45-54
0,0,26,1,39.63,0,1,Fiber Optic,29.0,0,1,0,0,1,One Year,0,Bank Withdrawal,75.5,3048.48,0,55-64
0,0,35,1,17.92,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,20.75,1367.1,0,45-54
2,0,27,1,30.36,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.15,1357.07,0,18-24
0,0,3,1,35.64,0,1,Cable,6.0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,69.35,298.27,1,45-54
0,0,2,1,24.95,0,1,Fiber Optic,22.0,0,0,0,0,1,Two Year,0,Credit Card,81.5,212.45,0,65-80
0,0,18,1,28.59,1,1,Fiber Optic,26.0,0,0,1,0,1,Month-to-Month,1,Credit Card,90.7,2111.87,1,25-34
0,0,26,1,38.04,1,1,DSL,73.0,1,1,0,0,1,One Year,0,Bank Withdrawal,61.55,2570.99,0,18-24
0,8,65,1,15.3,1,1,Fiber Optic,29.0,1,1,1,0,1,One Year,1,Credit Card,109.4,8221.95,0,65-80
0,0,41,1,41.85,1,1,Fiber Optic,16.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,89.2,5359.39,0,35-44
0,0,67,1,33.88,1,1,Fiber Optic,71.0,1,1,1,1,1,Two Year,0,Credit Card,116.2,10022.26,1,25-34
3,1,22,1,11.39,1,1,Fiber Optic,56.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,88.75,2135.73,0,45-54
2,5,64,1,26.7,0,1,Cable,17.0,1,0,0,1,0,One Year,0,Mailed Check,65.8,5769.01,0,35-44
0,0,27,0,0.0,0,1,Cable,13.0,1,0,0,0,0,Month-to-Month,0,Credit Card,30.75,945.1,1,65-80
0,0,3,1,9.95,1,1,Fiber Optic,13.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,96.6,321.75,1,45-54
0,0,1,1,22.56,1,1,Cable,2.0,0,0,0,0,1,Month-to-Month,0,Credit Card,50.55,73.11,1,65-80
0,2,65,1,38.32,0,1,Fiber Optic,25.0,1,1,1,0,1,One Year,0,Bank Withdrawal,94.4,8616.95,0,65-80
0,0,24,1,35.56,0,1,Fiber Optic,3.0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,94.6,3136.59,0,35-44
0,0,51,0,0.0,0,1,DSL,24.0,0,1,1,0,1,One Year,1,Credit Card,56.4,2928.5,0,45-54
0,1,13,1,31.7,1,1,Cable,6.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,95.25,1597.66,1,65-80
0,3,61,1,46.27,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Credit Card,19.4,4005.02,1,18-24
0,2,72,1,39.61,1,1,DSL,85.0,1,1,1,1,1,Two Year,0,Bank Withdrawal,78.85,8615.07,0,18-24
0,7,69,1,22.08,1,0,No,0.0,0,0,0,0,0,One Year,1,Bank Withdrawal,26.3,3287.07,0,18-24
2,1,44,1,34.94,0,0,No,0.0,0,0,0,0,0,One Year,0,Bank Withdrawal,20.6,2463.36,0,35-44
0,0,70,1,31.33,1,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,26.05,4049.5,0,35-44
3,1,40,1,3.01,0,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,20.15,897.75,0,35-44
0,10,61,1,28.8,1,1,Cable,52.0,1,0,1,1,1,Two Year,0,Credit Card,75.35,6486.1,0,18-24
0,5,23,1,3.67,0,1,DSL,69.0,1,0,0,0,0,Month-to-Month,1,Bank Withdrawal,59.95,1603.86,0,25-34
0,5,72,1,23.7,1,1,Fiber Optic,85.0,1,0,1,1,1,Two Year,1,Credit Card,110.15,9587.6,0,18-24
0,2,62,1,43.2,0,1,DSL,23.0,1,1,1,1,1,Two Year,0,Bank Withdrawal,86.1,7893.65,0,45-54
3,10,50,0,0.0,0,1,DSL,23.0,1,0,0,0,1,Month-to-Month,1,Credit Card,39.45,2021.35,0,35-44
0,2,64,1,20.19,1,1,Fiber Optic,8.0,0,0,1,1,1,Two Year,0,Bank Withdrawal,102.1,7830.61,0,65-80
0,0,47,1,47.73,1,1,Fiber Optic,25.0,1,1,0,1,1,Month-to-Month,0,Credit Card,100.75,6912.51,0,45-54
0,0,54,1,46.74,1,1,Fiber Optic,16.0,0,1,1,1,0,Month-to-Month,0,Bank Withdrawal,111.1,8588.81,1,55-64
1,8,47,1,37.35,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,20.25,2628.85,0,55-64
0,0,58,1,49.02,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,20.8,4055.41,0,25-34
1,0,34,1,5.39,1,1,Cable,52.0,0,0,1,0,1,One Year,0,Bank Withdrawal,77.2,2937.06,0,18-24
0,0,60,1,39.41,1,0,No,0.0,0,0,0,0,0,Two Year,0,Mailed Check,25.0,3869.65,0,55-64
3,2,12,1,7.97,0,1,DSL,52.0,0,0,1,0,1,Month-to-Month,1,Credit Card,58.35,836.19,0,45-54
0,1,68,1,47.17,1,1,Fiber Optic,29.0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,105.3,10507.21,1,65-80
0,4,64,1,25.74,0,1,DSL,51.0,1,0,1,1,1,Two Year,0,Mailed Check,69.25,6095.11,0,25-34
0,0,22,1,22.97,1,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Credit Card,24.85,977.42,0,45-54
0,0,11,1,9.52,0,1,Fiber Optic,4.0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,94.2,1104.62,0,45-54
0,0,15,1,32.07,1,1,Fiber Optic,28.0,0,1,0,0,0,Month-to-Month,1,Bank Withdrawal,100.15,1896.05,0,55-64
0,0,5,1,20.2,0,1,Fiber Optic,23.0,0,0,0,0,0,Month-to-Month,1,Credit Card,81.0,500.6,1,55-64
0,4,14,1,21.34,0,1,DSL,24.0,0,0,0,1,1,Month-to-Month,0,Bank Withdrawal,48.8,963.16,0,35-44
0,0,23,1,48.63,1,1,Cable,11.0,1,0,0,0,1,Month-to-Month,0,Bank Withdrawal,54.4,2367.74,0,35-44
0,1,50,1,29.43,1,1,Fiber Optic,14.0,1,1,0,1,1,One Year,0,Bank Withdrawal,108.55,7082.2,1,55-64
0,0,2,1,15.16,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.4,80.92,0,25-34
0,1,17,1,47.76,1,1,Fiber Optic,26.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,85.45,2263.52,1,25-34
0,0,59,1,49.48,1,1,Cable,9.0,0,0,1,0,1,Two Year,0,Credit Card,54.15,6035.47,0,35-44
2,8,1,1,30.38,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,19.75,50.13,0,25-34
0,0,15,1,40.66,1,1,DSL,8.0,1,0,0,0,1,Month-to-Month,1,Mailed Check,55.7,1509.7,1,55-64
0,7,61,1,27.88,1,1,DSL,5.0,0,1,1,0,0,One Year,1,Bank Withdrawal,79.8,6685.48,0,35-44
0,6,1,1,16.06,0,1,DSL,59.0,1,1,0,0,1,Month-to-Month,1,Credit Card,53.55,69.61,0,18-24
2,10,10,1,18.57,1,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,26.1,411.25,0,25-34
0,0,69,1,25.73,0,1,DSL,22.0,1,0,1,1,1,Two Year,1,Credit Card,82.45,7315.29,0,45-54
0,0,35,1,16.91,0,1,Fiber Optic,30.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,70.55,3010.85,0,65-80
0,6,48,1,49.88,0,1,DSL,42.0,0,1,1,0,1,One Year,1,Bank Withdrawal,65.65,5488.89,0,25-34
3,8,72,1,2.73,1,1,DSL,59.0,1,1,1,1,1,Two Year,0,Credit Card,81.0,5946.56,0,18-24
0,4,62,1,30.51,1,1,Fiber Optic,41.0,1,1,0,0,1,One Year,0,Bank Withdrawal,96.1,7893.07,0,18-24
0,0,40,1,34.49,0,1,DSL,73.0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,51.1,3472.5,0,25-34
0,0,1,1,10.41,0,1,DSL,17.0,0,0,0,0,1,Month-to-Month,1,Mailed Check,45.7,56.11,1,35-44
0,6,16,1,48.41,1,1,Fiber Optic,6.0,0,0,0,0,1,Two Year,1,Credit Card,85.05,2165.71,0,65-80
0,0,1,1,10.84,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.3,31.14,0,25-34
0,0,1,1,31.03,1,1,Fiber Optic,27.0,0,0,0,0,1,Month-to-Month,1,Credit Card,85.45,116.48,1,18-24
3,1,72,1,32.47,1,1,Fiber Optic,76.0,1,1,1,1,1,Two Year,1,Bank Withdrawal,114.0,10430.99,0,55-64
0,1,44,1,17.61,0,1,DSL,24.0,1,1,0,1,1,One Year,1,Bank Withdrawal,-9.0,3378.79,0,35-44
0,0,59,1,30.44,0,1,Fiber Optic,30.0,0,0,1,0,1,Two Year,0,Bank Withdrawal,95.8,7451.41,0,35-44
0,0,18,1,1.27,1,1,Fiber Optic,3.0,0,1,0,1,0,Month-to-Month,1,Credit Card,103.6,1839.21,0,65-80
0,0,23,1,14.45,1,1,Fiber Optic,19.0,0,1,0,0,1,Month-to-Month,1,Credit Card,98.7,2581.45,0,35-44
0,1,7,1,13.63,0,1,Fiber Optic,27.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,89.5,772.11,1,65-80
0,0,51,1,27.3,0,1,Fiber Optic,13.0,1,0,0,0,1,One Year,0,Credit Card,86.35,5659.45,0,45-54
1,3,64,1,14.93,0,0,No,0.0,0,0,0,0,0,Two Year,1,Bank Withdrawal,19.7,2229.57,0,25-34
0,10,69,1,48.37,0,1,DSL,7.0,1,1,1,1,1,Two Year,1,Credit Card,84.7,9216.43,0,35-44
0,0,1,0,0.0,0,1,Cable,2.0,0,0,0,0,1,Month-to-Month,1,Mailed Check,24.45,24.45,1,35-44
0,0,2,1,7.03,0,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,19.2,51.26,0,65-80
3,1,35,1,26.09,0,1,Fiber Optic,56.0,1,0,1,1,0,Month-to-Month,1,Bank Withdrawal,106.9,4785.13,0,25-34
3,3,26,1,24.17,0,1,Fiber Optic,75.0,0,0,0,0,1,One Year,0,Bank Withdrawal,78.95,2662.67,0,45-54
0,10,26,0,0.0,0,1,Cable,28.0,1,1,1,0,0,One Year,0,Bank Withdrawal,47.85,1270.5,0,25-34
0,1,49,1,26.37,1,1,Fiber Optic,19.0,0,1,0,0,1,One Year,0,Mailed Check,100.45,6233.93,1,35-44
0,7,68,1,47.95,0,1,DSL,14.0,1,1,0,1,1,Two Year,1,Bank Withdrawal,79.6,8776.4,0,35-44
0,0,44,1,1.7,0,1,Fiber Optic,28.0,0,0,0,0,1,Month-to-Month,0,Credit Card,68.85,3033.75,0,35-44
0,0,29,1,2.76,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.35,681.64,0,45-54
3,7,24,1,27.37,0,1,DSL,85.0,1,0,0,1,1,Month-to-Month,0,Bank Withdrawal,55.15,1976.73,0,25-34
1,1,14,1,31.7,1,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,25.55,816.25,0,45-54
0,0,56,1,21.61,0,1,Cable,27.0,1,0,1,0,1,One Year,0,Credit Card,52.7,4229.86,0,55-64
0,0,6,1,29.09,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,19.65,291.39,0,35-44
0,0,6,1,22.95,0,1,Cable,10.0,1,0,1,1,1,Two Year,1,Credit Card,80.25,631.1,0,45-54
0,1,71,1,48.01,1,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,25.0,5161.71,0,55-64
2,0,43,1,22.83,1,1,Fiber Optic,47.0,0,0,1,1,1,One Year,1,Credit Card,104.3,5433.54,0,18-24
0,1,41,1,5.01,1,1,Fiber Optic,10.0,1,1,1,1,1,Month-to-Month,1,Bank Withdrawal,113.6,4800.36,1,35-44
0,0,15,1,31.68,0,1,Cable,23.0,0,1,0,0,1,Month-to-Month,0,Bank Withdrawal,48.85,1212.0,0,25-34
0,0,22,1,19.2,1,1,Fiber Optic,41.0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,84.15,2304.35,0,18-24
0,10,44,1,20.83,1,1,Fiber Optic,9.0,0,0,1,1,1,Two Year,0,Bank Withdrawal,104.15,5412.17,0,65-80
0,0,12,1,18.52,1,1,DSL,53.0,0,0,1,0,1,Month-to-Month,0,Bank Withdrawal,74.75,1049.29,0,18-24
0,0,52,1,8.25,0,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,19.6,1395.33,0,35-44
0,1,17,1,12.06,1,1,Fiber Optic,9.0,1,1,1,0,1,Month-to-Month,0,Credit Card,90.2,1659.17,1,55-64
3,1,41,1,45.26,1,1,Cable,56.0,1,1,1,1,1,Month-to-Month,0,Credit Card,79.9,5181.86,1,35-44
0,0,10,1,37.36,1,1,Fiber Optic,28.0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,98.7,1346.85,1,35-44
0,1,26,1,15.37,0,1,Fiber Optic,11.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,90.8,2761.42,1,45-54
3,1,53,1,43.71,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,20.9,3462.68,0,45-54
0,0,1,1,22.92,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,19.45,42.37,1,65-80
2,0,50,1,36.11,0,1,Fiber Optic,20.0,0,0,0,0,1,Two Year,0,Credit Card,70.35,5339.1,0,45-54
3,1,24,1,1.14,1,0,No,0.0,0,0,0,0,0,Two Year,1,Bank Withdrawal,24.1,614.76,0,18-24
2,6,38,1,2.86,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.45,889.93,0,25-34
0,1,14,1,21.3,1,1,Fiber Optic,42.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,85.15,1398.92,1,25-34
0,1,24,1,13.38,1,1,Fiber Optic,12.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,93.55,2585.17,1,65-80
0,0,19,1,32.77,0,1,Fiber Optic,4.0,0,0,1,0,1,Month-to-Month,1,Credit Card,95.9,2400.53,1,65-80
5,1,7,1,8.69,0,1,Fiber Optic,53.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,75.15,557.73,1,25-34
0,4,42,1,9.84,1,1,DSL,52.0,1,0,1,1,1,Two Year,0,Credit Card,84.35,3984.88,0,25-34
0,1,63,1,49.08,1,1,Cable,24.0,1,1,0,0,0,One Year,1,Credit Card,79.7,7908.19,0,35-44
0,10,56,0,0.0,0,1,DSL,30.0,0,0,1,1,0,One Year,1,Bank Withdrawal,54.05,2999.8,0,18-24
0,1,13,0,0.0,0,1,Cable,71.0,1,0,0,1,1,Month-to-Month,1,Bank Withdrawal,54.45,706.85,1,25-34
0,0,37,1,13.04,1,1,DSL,14.0,1,1,1,1,1,One Year,0,Bank Withdrawal,67.45,2925.78,0,35-44
0,0,18,1,25.7,0,1,Fiber Optic,23.0,0,0,1,0,0,Two Year,1,Bank Withdrawal,84.95,1971.49,0,65-80
0,0,44,1,34.98,0,1,Cable,2.0,1,0,0,1,1,One Year,0,Bank Withdrawal,65.4,4313.67,0,35-44
0,0,7,1,23.35,0,1,DSL,6.0,0,0,0,1,1,Month-to-Month,1,Credit Card,70.75,614.25,1,55-64
0,0,1,1,26.15,0,1,DSL,26.0,0,0,0,0,1,Month-to-Month,1,Credit Card,44.0,70.15,0,45-54
2,10,69,1,39.07,1,1,DSL,19.0,1,0,0,1,1,Two Year,0,Credit Card,61.4,6755.68,0,55-64
0,5,55,1,33.21,0,1,Fiber Optic,4.0,0,0,1,1,1,Two Year,0,Credit Card,88.8,6631.85,0,65-80
0,0,14,1,29.96,1,1,Fiber Optic,7.0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,104.85,1950.84,1,65-80
0,0,1,1,18.34,0,1,Fiber Optic,6.0,0,0,1,0,1,Month-to-Month,0,Bank Withdrawal,94.4,112.74,1,45-54
3,10,47,1,11.74,1,1,DSL,48.0,1,1,1,1,1,Two Year,1,Mailed Check,90.5,4870.13,0,25-34
0,9,72,1,16.58,1,1,DSL,30.0,1,1,1,0,1,Two Year,1,Bank Withdrawal,85.25,7276.86,0,55-64
0,0,1,0,0.0,0,1,DSL,12.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,24.6,24.6,1,35-44
0,0,16,1,40.17,0,0,No,0.0,0,0,0,0,0,Two Year,0,Mailed Check,19.75,927.07,0,35-44
2,0,65,1,4.75,1,1,DSL,69.0,1,1,0,1,0,Two Year,1,Bank Withdrawal,82.5,5563.85,0,18-24
0,0,18,1,12.97,1,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,23.75,657.96,0,45-54
0,0,4,1,36.93,0,1,Fiber Optic,18.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,78.85,440.52,1,65-80
0,0,45,1,6.9,1,1,Fiber Optic,20.0,0,0,1,0,1,One Year,1,Bank Withdrawal,100.15,4770.3,0,65-80
0,0,21,0,0.0,0,1,DSL,4.0,1,0,0,1,1,Two Year,0,Credit Card,35.1,770.4,0,25-34
2,0,2,1,9.12,0,1,Fiber Optic,51.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,70.7,169.89,1,18-24
0,6,72,1,24.85,1,1,Fiber Optic,47.0,1,1,1,1,1,Two Year,1,Credit Card,113.65,9913.4,0,25-34
0,0,6,0,0.0,0,1,DSL,71.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,47.95,305.1,1,18-24
0,7,72,0,0.0,0,1,DSL,15.0,1,1,1,1,1,Two Year,1,Credit Card,65.1,4754.3,0,45-54
0,0,1,1,37.44,0,1,DSL,9.0,0,0,0,0,1,Month-to-Month,0,Credit Card,45.6,83.04,0,35-44
0,0,1,1,3.84,1,1,Fiber Optic,13.0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,76.45,90.29,1,65-80
0,0,52,1,33.69,1,1,Fiber Optic,52.0,1,1,0,1,1,One Year,1,Credit Card,111.25,7667.06,1,18-24
0,0,5,1,35.22,1,1,Fiber Optic,58.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,75.55,589.75,1,18-24
3,2,48,1,9.77,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,20.0,1404.86,0,18-24
0,10,67,1,4.71,1,1,DSL,58.0,1,1,1,0,1,One Year,0,Mailed Check,75.1,5380.02,0,18-24
0,1,29,1,6.25,1,1,Fiber Optic,21.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,94.45,2834.9,1,65-80
0,6,65,1,39.49,1,1,DSL,18.0,1,1,1,0,1,One Year,0,Credit Card,67.05,6876.4,0,45-54
0,1,17,1,5.4,0,1,Fiber Optic,8.0,0,0,1,1,1,One Year,0,Bank Withdrawal,98.6,1796.75,1,35-44
0,0,11,1,48.92,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,20.3,784.42,0,35-44
1,10,52,1,2.44,0,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,20.1,1188.58,0,18-24
2,2,71,1,4.32,1,1,Fiber Optic,41.0,1,1,1,1,1,Two Year,0,Credit Card,113.65,8473.52,0,18-24
0,1,34,1,41.32,1,1,Cable,71.0,1,1,0,1,1,Month-to-Month,0,Bank Withdrawal,62.65,3679.78,1,18-24
0,0,3,1,33.53,0,1,DSL,30.0,0,0,0,0,1,Month-to-Month,0,Mailed Check,-5.0,289.69,0,55-64
0,0,3,1,2.88,0,1,DSL,17.0,0,0,0,0,1,Month-to-Month,1,Credit Card,54.7,178.09,1,55-64
